SPECIALITY,SET DISCRIPTION,NAME,CATEGORY,BRIEF,DISCRIPTION ,TYPE,USAGE,IMPORTANT CONSIDERATIONS,CLEANING & STERILIZATION,INSPECTION & MAINTENANCE,REFERENCE IMAGES
,,"Shell Cross Clamp Curved 7"" ",General,"A Shallcross forceps is a specific type of curved surgical instrument used to grasp and clamp ducts, particularly during procedures involving the gallbladder and kidney.","Design: The forceps have a curved shape, often described as S-shaped, to improve access and handling in deep surgical areas.
Jaws: They are designed with serrations or locking teeth to provide a secure grip on ducts while minimizing trauma to the delicate tissues.
Use: While your query mentions a ""cross clamp,"" the Shallcross instrument is more specifically used as a cystic duct forceps during laparoscopic procedures. In contrast, a vascular cross clamp is used to temporarily block blood vessels, such as the aorta",,"It is used in surgeries like Gallbladder surgery (cholecystectomy)
Kidney procedures ",,"Pre-cleaning: Clean the instrument immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Artery Forceps, Curved, 8""",General,"An curved artery forceps is a type of hemostatic clamp used to compress and hold blood vessels, tissues, and other structures during medical or veterinary procedures.",The curved design allows for better access and visibility in deeper or confined surgical areas.,,"The curved design of 8-inch artery forceps makes them especially useful for procedures that require maneuvering around anatomical obstacles in narrow surgical fields. 
Hemostasis: Used to clamp and compress blood vessels to control bleeding during a surgical procedure.
Blunt tissue dissection: Helps in grasping, holding, and separating tissues during dissections.
Clamping tough tissues: Certain types, like the Kocher forceps, are designed with teeth to offer a firm grip on tough tissue.
Suturing: Can be used to hold suture needles during stitching.
Retrieving objects: Can assist in retrieving small foreign bodies or tissue fragments.
Veterinary medicine: Veterinary artery forceps are used to control bleeding in animals during surgery. 
",,"Pre-cleaning: Clean the instrument immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Artery Forceps, Curved, 10""",General,"An curved artery forceps is a type of hemostatic clamp used to compress and hold blood vessels, tissues, and other structures during medical or veterinary procedures.",The curved design allows for better access and visibility in deeper or confined surgical areas.,,"The curved design of 8-inch artery forceps makes them especially useful for procedures that require maneuvering around anatomical obstacles in narrow surgical fields. 
Hemostasis: Used to clamp and compress blood vessels to control bleeding during a surgical procedure.
Blunt tissue dissection: Helps in grasping, holding, and separating tissues during dissections.
Clamping tough tissues: Certain types, like the Kocher forceps, are designed with teeth to offer a firm grip on tough tissue.
Suturing: Can be used to hold suture needles during stitching.
Retrieving objects: Can assist in retrieving small foreign bodies or tissue fragments.
Veterinary medicine: Veterinary artery forceps are used to control bleeding in animals during surgery. 
",,"Pre-cleaning: Clean the instrument immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Artery Forceps, Curved, 9""",General,"An curved artery forceps is a type of hemostatic clamp used to compress and hold blood vessels, tissues, and other structures during medical or veterinary procedures.",The curved design allows for better access and visibility in deeper or confined surgical areas.,,"The curved design of 8-inch artery forceps makes them especially useful for procedures that require maneuvering around anatomical obstacles in narrow surgical fields. 
Hemostasis: Used to clamp and compress blood vessels to control bleeding during a surgical procedure.
Blunt tissue dissection: Helps in grasping, holding, and separating tissues during dissections.
Clamping tough tissues: Certain types, like the Kocher forceps, are designed with teeth to offer a firm grip on tough tissue.
Suturing: Can be used to hold suture needles during stitching.
Retrieving objects: Can assist in retrieving small foreign bodies or tissue fragments.
Veterinary medicine: Veterinary artery forceps are used to control bleeding in animals during surgery. 
",,"Pre-cleaning: Clean the instrument immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Mayo Heggar Needle Holder 8""",General,"Mayo-Hegar needle holder is a versatile surgical instrument used to grasp and manipulate medium-to-large-sized suture needles during surgical procedures. Its design, which features a heavy, tapered jaw, a self-locking ratchet, and finger-rings, makes it a reliable tool for wound closure and tissue repair in various medical fields.","Jaws: It has broad, cross-serrated jaws with a rounded tip, which provides a firm and secure, slip-resistant grip on the needle.
Tungsten carbide inserts: Many high-quality Mayo-Hegar holders have tungsten carbide (TC) inserts on the jaws for enhanced durability and a firmer, longer-lasting grip. These instruments are often identified by gold-plated finger rings.
Ratchet mechanism: The self-locking ratchet holds the needle securely without requiring continuous hand pressure, which helps to reduce hand fatigue for the surgeon.
Finger rings: The large finger-ring handles are designed to be comfortable and provide excellent control.
Material: It is typically made from high-grade, rust-resistant stainless steel that can withstand repeated autoclave sterilization.
Sizes: Mayo-Hegar needle holders are available in a range of lengths, from 5 to 12 inches and longer, to accommodate different surgical needs, such as reaching deeper tissue. ",,"General surgery: It is widely used for wound closure and general suturing procedures.
Orthopedic surgery: The instrument's strength and grip make it suitable for suturing muscle and fascia in orthopedic cases.
Obstetrics and gynecology: Surgeons use it for procedures such as C-sections and other tissue repairs.
Dental surgery: It is employed in oral surgeries and implant procedures.
Veterinary medicine: Its robust design makes it a common tool in animal surgery","Advantages
Strong and secure grip: The cross-serrated jaws and durable construction provide a reliable grip, preventing the needle from slipping or rotating during suturing.
Versatility: The Mayo-Hegar is a multi-purpose tool that can be used for a variety of surgical applications involving medium and large needles, and can even be used for tissue handling.
Durability: The use of high-quality stainless steel and tungsten carbide inserts (in premium models) ensures a long service life. 
Disadvantages
Potential for needle damage: The hard tungsten carbide inserts may increase the likelihood of bending or breaking very fine needles, or weakening suture material, if not used carefully.
Not for delicate work: For very fine sutures or delicate microsurgeries, other instruments like the Castroviejo or Olsen-Hegar needle holders are often preferred due to their finer tips.
Requires practice: Holding and manipulating the needle holder with precision can be challenging, and some grips, like ""palming,"" are harder for left-handed surgeons to use. ","Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Tubing Clamp With Guard  8""",General,"Tubing Clamp With Guard (8"") is a medical instrument, also known as a Vorse Tube Occluding Forceps, designed to control fluid flow through tubing by blocking it securely. It is used in surgery and clinics to manage fluid lines, such as IV lines, drainage systems, and suction tubes, ensuring patient safety and procedural efficiency.","
Ratcheting Mechanism: Allows for self-retaining the clamp and precise adjustment of pressure, holding the tubing securely in place. 
Cross-Serrated Jaws: Provides an unyielding grip on the tubing, preventing slippage. 
Straight Jaws: Conforms to the tubing's shape, making it suitable for large or heavy-duty tubing. 
Protective Guard: A safety feature that prevents the jaws from opening fully and protects surrounding tissues from damage. 
Finger-Ring Design: Offers comfortable and ergonomic handling for the healthcare professional. 
Material: Made from high-quality, premium-grade stainless steel for durability, corrosion resistance, and long-lasting performance. 
Size: The ""8"""" refers to the overall length of the instrument, providing good control and accessibility. ",,"Fluid Control: Regulates or blocks the flow of fluids, gases, or blood through various medical tubes. 
Surgical Procedures: Essential for managing fluid lines in operating rooms and cardiovascular/thoracic procedures. 
Suction Management: Used to control suction volume during procedures like thoracocentesis. 
Other Applications: Applicable in managing drainage systems, IV lines, and other medical tubing in different clinical settings. ",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Sponge Holding Forceps 10""",General,"These are surgical instruments with looped, serrated jaws and a ratchet mechanism that are used to firmly grasp and hold surgical sponges or swabs, and for manipulating tissues.","Jaws: The forceps feature looped, serrated, or sometimes fenestrated jaws designed to securely hold soft materials like surgical sponges without damaging them. 
Ratchet Mechanism: A locking ratchet on the handles allows the surgeon to maintain a secure, firm grip on the held sponge. 
Material: They are typically made of medical-grade surgical stainless steel for durability and to ensure they can be sterilized and reused safely. 
Shape and Size: Sponge holding forceps are available in various lengths and can be straight or curved to suit different surgical procedures and access to surgical sites. ",,"Absorption and Hemostasis: They hold sponges to absorb excess blood and fluids from the surgical area, contributing to a clear surgical field. 
Tissue Manipulation and Protection: The forceps can be used to retract or hold back soft tissues, helping the surgeon to access deeper areas or to protect delicate tissues during a procedure. 
Medication Application: Surgeons may use the forceps to apply topical medications or antiseptics to the surgical site. 
Suturing Assistance: They can stabilize a needle for suturing, providing a more secure grip for accurate stitch placement. 
Wound Packing: Forceps are also employed for packing dressings or gauze into surgical wounds. 
",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Mayo Russian Dissceting Forceps 9 1/2""",General,"A reusable, stainless steel surgical instrument used to grasp, separate, and hold delicate tissues during various surgical procedures, including general, orthopedic, and cardiovascular surgeries. Characterized by large, rounded, toothed, or cupped ends with serrated jaws, they provide a secure yet gentle grip on fibrous and soft tissues, minimizing trauma and allowing for precise manipulation.  ","Material: Crafted from high-quality, surgical-grade stainless steel for durability and reliability. 
Design: Features large, rounded, scoop-like ends designed to protect soft tissues from damage. 
Jaws: Equipped with serrated jaws for a secure grip on fibrous and soft tissues. 
Ergonomics: Designed with an ergonomic grip to provide surgeons with superior control during delicate procedures. ",,"Tissue Handling: Used to grasp, separate, hold, and lift soft tissues and body structures. 
Wound Debridement & Closure: Employed for holding tissues during the debridement (removal of dead tissue) and closure phases of a wound. 
Dental Procedures: Utilized in dental procedures for grasping tooth fragments and placing or removing gauze. 
Specialized Applications: Applicable in diverse medical fields such as general, orthopedic, and cardiovascular surgery. ",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Carditotomy Sucker ,Adult",Special,"A cardiotomy suction cannula is a medical device used during cardiopulmonary bypass (CPB) to remove blood from the surgical site and return it to the heart-lung machine. It is an essential component of the CPB circuit during open-heart surgeries, such as coronary artery bypass grafting (CABG).",,,"The cardiotomy suction cannula performs this function:
It is connected to a vacuum source and a cardiotomy reservoir, a component of the CPB circuit.
The surgeon uses the cannula to suction shed blood and debris directly from the surgical field.
The collected blood is channeled into the cardiotomy reservoir, where it is defoamed and filtered to remove air and debris.
Finally, the processed blood is returned to the patient's circulation via the heart-lung machine. ",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,Yaunker Sunction Tip Adult ,General,"An Adult Yankauer Suction Tip is a rigid, plastic, medical instrument with a large, bulbous tip and a wide opening, designed to suction large volumes of fluids, blood, and secretions from the oropharynx and operative sites without damaging surrounding tissues. Its primary uses include removing secretions that could lead to aspiration, clearing surgical fields during procedures, and controlling oral secretions in patients unable to clear them themselves.","Material: Typically made of rigid plastic. 
Design: Features a large, bulbous head and a wide opening to allow for effective suctioning of large amounts of fluid and debris. 
Rigidity: Its rigid nature provides control and prevents it from collapsing during use. 
Variations: Available with or without a thumb control vent to regulate suction. ",,,,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Micro Suction Tip With Thumb Control , No.3",Special,"A micro suction tip with thumb control is a surgical instrument, often used in ENT procedures, that allows a medical professional to precisely control the suction intensity by using a thumb-activated valve to cover or uncover holes on the instrument's handle. This feature is crucial for safely and effectively removing fluids like blood and mucus, or debris like plaque, from delicate tissues and providing a clear field of vision for the surgeon. ","Instrument Type: A specialized adapter or tip designed for microscopic or endoscopic suction procedures. 
Material: Made from high-quality, durable materials such as stainless steel, making it corrosion-resistant, autoclavable, and suitable for repeated use. 
Thumb Control Valve: An integrated mechanism on the handle that allows the user to regulate the suction pressure by sliding their thumb over strategically placed holes. 
Ergonomics: Designed for ease of handling and to reduce the risk of blockages with its streamlined and smooth internal bore. 
Compatibility: Compatible with standard suction tubing and other surgical tips, ensuring a secure and leak-proof fit. ",,"Controlled Suction: The primary function is to provide precise and controlled suction during medical procedures. 
ENT Procedures: Widely used in Ear, Nose, and Throat (ENT) surgeries for procedures like myringotomy, nasal surgeries, sinus procedures, and tonsillectomies. 
Oral Care: Also used for cleaning the mouth by removing food, plaque, and other secretions, especially in patients who have difficulty spitting. 
Airway Management: Essential for maintaining a clear airway by removing excess secretions, blood, or other materials that could obstruct the patient's breathing. 
Enhanced Visualization: By keeping the operative field clear of fluids, it significantly improves the surgeon's visualization and precision during microscopic surgeries. 
Minimizing Tissue Trauma: The ability to instantly adjust suction intensity helps prevent damage to delicate tissues in areas like the nasal cavity or middle ear. ",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,Snugger Hook Angled Big,Special,"A ""Snugger Hook"" is a specialized medical tool used in cardiovascular surgery for manipulating and supporting blood vessels","The original medical device known as a snugger hook is a surgical tool with a unique, flattened, and slightly angled tip",,"Purpose: It is used during procedures like coronary artery bypass graft (CABG) surgery to gently hold, retract, or position delicate blood vessels, such as coronary arteries and veins 
Function: The design allows surgeons to get a secure but atraumatic grip on the vessel, minimizing the risk of damage to the artery walls.",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,Morris Sternal Retractor ,Special,"The Morse sternal retractor is a specialized surgical instrument used to retract the sternum, or breastbone, during open-chest procedures. It is available in various sizes to accommodate different patient anatomies, from infants to adults.","Function: The primary function of the retractor is to hold the sternum open, providing the surgeon with a clear and wide field of view to the chest cavity, heart, lungs, and major blood vessels.
Design: It typically consists of a ratchet bar, a fixed arm, and a movable arm with a rotational handle for controlled spreading.
Blades: Many designs feature four movable blades. The angled blades can adapt to the contour of the ribs, and small lateral blades minimize tissue damage.
Material: Morse sternal retractors are crafted from premium-grade stainless steel for its durability, corrosion resistance, and ability to be repeatedly sterilized",,"Specific dimensions for the retractor vary by manufacturer, but sizes are typically categorized by the age group of the patient:
Infant: For the smallest patients, with corresponding blade dimensions.
Child: For pediatric cardiac and thoracic procedures.
Adult (Medium and Large): The most common sizes, with larger blades and a wider spread for adult patients. For example, an adult-large size may offer up to 205 mm of spread",,"Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Langenbeck Retractor ,Any Size",General,"Langenbeck retractor is a handheld surgical instrument, typically made of stainless steel, featuring a flat blade bent at a right angle to its handle, used to gently pull back soft tissues and wound edges during a variety of surgical procedures to provide a clear view of underlying structures. The term ""any size"" refers to the availability of these retractors in different lengths and blade dimensions to suit the specific needs and depths of various surgical incisions and procedures.","Handheld design: A surgeon or assistant holds the retractor to keep tissues in place. 
Stainless steel construction: Made from high-quality, durable, and autoclavable medical-grade stainless steel for repeated sterilization. 
Flat, right-angled blade: The distinctive feature is its flat blade that is bent at a right angle to the handle. 
Multiple sizes: Langenbeck retractors come in various sizes, with different blade widths and lengths, to accommodate different wound sizes and depths. ",,"Soft tissue retraction: The primary use is to retract soft tissues such as muscles, fat, and other organs to expose the operative field. 
Wound edge separation: It can be used to separate the edges of a surgical incision or wound. 
Visualization: By holding tissues and structures aside, it allows surgeons to see and access the deeper parts of the body under the incision. 
Procedure variety: Langenbeck retractors are used in many different surgical specialties, including general surgery, urology, and even dental procedures to retract cheeks","Gentle retraction: The instrument is designed for gentle retraction to minimize tissue trauma.
Positioning: It is important to change the retractor's position frequently to avoid prolonged pressure on any single area of tissue.","Pre-cleaning: Clean the retractor immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
,,"Mayo Scissors , Straight , 8""",General,"Straight Mayo scissors are versatile surgical instruments with strong, semi-blunt, straight blades, designed for cutting superficial tissues, sutures, dressing, and steri-strips. They are also known as ""suture scissors"" due to their primary use in cutting sutures, but can also be used for dissecting delicate tissues near the surface of a wound.","Straight Blades: Unlike their curved counterparts, straight Mayo scissors feature blades that follow a straight path, offering precise control for surface-level cuts. 
Semi-Blunt Ends: They have semi-blunt tips, a feature that distinguishes them from other surgical scissors and helps minimize tissue damage during use. 
Strong Blades and Handles: Mayo scissors are known for their strong construction, allowing them to cut tougher materials like meshes and rubber, in addition to delicate tissues. 
Versatility: These scissors are versatile, used for a range of tasks from cutting sutures to dissecting ligaments and fascia. ",,"Cutting Superficial Tissues: Their straight design is ideal for cutting tissues or structures located on the surface of a wound. 
Suture and Dressing Removal: They are frequently used for cutting sutures and removing dressing materials or steri-strips from the skin. 
Ligature and Fascia Cutting: Straight Mayo scissors are suitable for cutting ligatures, fascia, tendons, and ligaments. 
Dissection of Delicate Tissues: In some applications, they can also be used for the dissection of delicate tissues near the body's surface. 
General Utility: Often referred to as ""utility scissors"" in a medical setting, they serve as a handy tool for various needs in surgery and other procedures",,"Pre-cleaning: Clean the instrument immediately after use to prevent the drying of biological matter. 
Solution: Use a neutral pH (pH 7) cleaning solution for manual or ultrasonic cleaning. 
Process: Clean the retractor in its open position to ensure thorough and effective cleaning of all parts. 
Tools: Use soft cloths, soft plastic brushes made of nylon, or water spray guns for cleaning. 
Drying: Dry instruments completely before sterilization or storage to prevent rust and microbial growth","Lubrication 
Frequency: Lubricate the movable and jointed parts of the retractor once a month.
Lubricant: Use a high-quality, surgical-grade instrument lubricant; do not use industrial oils.
Application: Ensure the lubricant reaches all moving parts for smooth operation and to prevent seizing.
Storage 
Environment: Store surgical instruments in a dry, clean environment.
Protection: Seal away instruments to prevent exposure to moisture, which can lead to oxidation and rust.
Inspection: Before use, visually inspect the retractor for any signs of corrosion, damage, or wear.",
